"sample_id","species_code","abundance","sample_type","Species","seed.mass","mean_abundance","X","X.1"
"dt 19","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 19","ACMI",0.062338,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 19","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 19","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 19","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 19","ASFA",0.043371,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 19","BRCA",0.066463,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 19","CAME",0.175287,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 19","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 19","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 19","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 19","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 19","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 19","FEMI",0.160317,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 19","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 19","HOBR",0.02316,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 19","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 19","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 19","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 19","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 19","LUMI",0.27879,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 19","LUSU",0,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 19","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 19","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 19","PHCI",0.156988,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 19","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 19","POSE",0.011561,"year0","Poa secunda",0.00057,0,NA,NA
"dt 19","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 19","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 19","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 19","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 19","TRWI",0.021725,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 2","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 2","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 2","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 2","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 2","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 2","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 2","BRCA",0.054485,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 2","CAME",0.242019,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 2","CIOC",0.113097,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 2","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 2","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 2","ELGL",0.066015,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 2","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 2","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 2","GRCA",0.106794,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 2","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 2","HOIN",0.072413,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 2","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 2","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 2","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 2","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 2","LUSU",0.123455,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 2","MEIM",0.095287,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 2","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 2","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 2","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 2","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 2","RACA",0.071385,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 2","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 2","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 2","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 2","TRWI",0.055052,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 20","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 20","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 20","ACST",0.059204,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 20","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 20","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 20","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 20","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 20","CAME",0.049748,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 20","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 20","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 20","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 20","ELGL",0.10777,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 20","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 20","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 20","GRCA",0.081657,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 20","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 20","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 20","KOMA",0.063111,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 20","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 20","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 20","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 20","LUSU",0.228021,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 20","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 20","MURI",0.092636,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 20","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 20","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 20","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 20","RACA",0.117593,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 20","SIBE",0.093958,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 20","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 20","STPU",0.106302,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 20","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 21","ACAM",0.102392,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 21","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 21","ACST",0.069521,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 21","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 21","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 21","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 21","BRCA",0.124712,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 21","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 21","CIOC",0.117073,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 21","DEFA",0.043811,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 21","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 21","ELGL",0.081602,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 21","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 21","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 21","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 21","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 21","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 21","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 21","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 21","LUBI",0.207358,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 21","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 21","LUSU",0,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 21","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 21","MURI",0.091612,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 21","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 21","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 21","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 21","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 21","SIBE",0.065402,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 21","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 21","STPU",0.096516,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 21","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 22","ACAM",0.553254,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 22","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 22","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 22","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 22","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 22","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 22","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 22","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 22","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 22","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 22","ELCO",0.010331,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 22","ELGL",0.03449,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 22","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 22","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 22","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 22","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 22","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 22","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 22","LAPL",0.002947,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 22","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 22","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 22","LUSU",0.035807,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 22","MEIM",0.017561,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 22","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 22","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 22","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 22","POSE",0.0036,"year0","Poa secunda",0.00057,0,NA,NA
"dt 22","RACA",0.019597,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 22","SIBE",0.321629,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 22","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 22","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 22","TRWI",0.000783,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 23","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 23","ACMI",0.114261,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 23","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 23","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 23","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 23","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 23","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 23","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 23","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 23","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 23","ELCO",0.045693,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 23","ELGL",0.076269,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 23","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 23","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 23","GRCA",0.099217,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 23","HOBR",0.029434,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 23","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 23","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 23","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 23","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 23","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 23","LUSU",0.296842,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 23","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 23","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 23","PHCI",0.209854,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 23","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 23","POSE",0.022445,"year0","Poa secunda",0.00057,0,NA,NA
"dt 23","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 23","SIBE",0.079616,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 23","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 23","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 23","TRWI",0.026368,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 24","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 24","ACMI",0.053373,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 24","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 24","AMME",0.089465,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 24","ARPU",0.088391,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 24","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 24","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 24","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 24","CIOC",0.117587,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 24","DEFA",0.049284,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 24","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 24","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 24","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 24","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 24","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 24","HOBR",0.053488,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 24","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 24","KOMA",0.050525,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 24","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 24","LUBI",0.110282,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 24","LUMI",0.277297,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 24","LUSU",0,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 24","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 24","MURI",0.110308,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 24","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 24","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 24","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 24","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 24","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 24","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 24","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 24","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 25","ACAM",0.099417,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 25","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 25","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 25","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 25","ARPU",0.095264,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 25","ASFA",0.088079,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 25","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 25","CAME",0.097937,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 25","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 25","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 25","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 25","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 25","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 25","FEMI",0.147135,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 25","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 25","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 25","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 25","KOMA",0.071483,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 25","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 25","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 25","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 25","LUSU",0.186214,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 25","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 25","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 25","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 25","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 25","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 25","RACA",0.067019,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 25","SIBE",0.070122,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 25","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 25","STPU",0.077328,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 25","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 26","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 26","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 26","ACST",0.116445,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 26","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 26","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 26","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 26","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 26","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 26","CIOC",0.161395,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 26","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 26","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 26","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 26","ESCA",0.06737,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 26","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 26","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 26","HOBR",0.023163,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 26","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 26","KOMA",0.103009,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 26","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 26","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 26","LUMI",0.178758,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 26","LUSU",0.128079,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 26","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 26","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 26","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 26","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 26","POSE",0.022437,"year0","Poa secunda",0.00057,0,NA,NA
"dt 26","RACA",0.041197,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 26","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 26","SPAI",0.158149,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 26","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 26","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 27","ACAM",0.094376,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 27","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 27","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 27","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 27","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 27","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 27","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 27","CAME",0.069186,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 27","CIOC",0.090062,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 27","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 27","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 27","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 27","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 27","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 27","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 27","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 27","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 27","KOMA",0.057109,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 27","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 27","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 27","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 27","LUSU",0.234646,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 27","MEIM",0.098739,"year0","Melica imperfecta",0.00096,0,NA,NA
